group,filename,correct,solution_length
experimental,gpt-4o/lowtemp/solution_experimental_44.py,1,289
control,gpt-4o/lowtemp/solution_control_44.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_45.py,1,664
control,gpt-4o/lowtemp/solution_control_45.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_46.py,1,289
control,gpt-4o/lowtemp/solution_control_46.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_47.py,1,289
control,gpt-4o/lowtemp/solution_control_47.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_48.py,1,289
control,gpt-4o/lowtemp/solution_control_48.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_49.py,1,316
control,gpt-4o/lowtemp/solution_control_49.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_50.py,1,289
control,gpt-4o/lowtemp/solution_control_50.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_51.py,1,289
control,gpt-4o/lowtemp/solution_control_51.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_52.py,1,664
control,gpt-4o/lowtemp/solution_control_52.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_53.py,1,289
control,gpt-4o/lowtemp/solution_control_53.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_54.py,1,316
control,gpt-4o/lowtemp/solution_control_54.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_55.py,1,289
control,gpt-4o/lowtemp/solution_control_55.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_56.py,1,308
control,gpt-4o/lowtemp/solution_control_56.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_57.py,1,289
control,gpt-4o/lowtemp/solution_control_57.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_58.py,1,289
control,gpt-4o/lowtemp/solution_control_58.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_59.py,1,289
control,gpt-4o/lowtemp/solution_control_59.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_60.py,1,289
control,gpt-4o/lowtemp/solution_control_60.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_61.py,1,289
control,gpt-4o/lowtemp/solution_control_61.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_62.py,1,289
control,gpt-4o/lowtemp/solution_control_62.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_63.py,1,289
control,gpt-4o/lowtemp/solution_control_63.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_64.py,1,289
control,gpt-4o/lowtemp/solution_control_64.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_65.py,1,289
control,gpt-4o/lowtemp/solution_control_65.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_66.py,1,289
control,gpt-4o/lowtemp/solution_control_66.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_67.py,1,289
control,gpt-4o/lowtemp/solution_control_67.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_68.py,1,289
control,gpt-4o/lowtemp/solution_control_68.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_69.py,1,289
control,gpt-4o/lowtemp/solution_control_69.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_70.py,1,289
control,gpt-4o/lowtemp/solution_control_70.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_71.py,1,316
control,gpt-4o/lowtemp/solution_control_71.py,1,306
experimental,gpt-4o/lowtemp/solution_experimental_72.py,1,289
control,gpt-4o/lowtemp/solution_control_72.py,1,306
experimental,gpt-4o/lowtemp/solution_experimental_73.py,1,289
control,gpt-4o/lowtemp/solution_control_73.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_74.py,1,664
control,gpt-4o/lowtemp/solution_control_74.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_75.py,1,289
control,gpt-4o/lowtemp/solution_control_75.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_76.py,1,289
control,gpt-4o/lowtemp/solution_control_76.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_77.py,0,
control,gpt-4o/lowtemp/solution_control_77.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_78.py,1,289
control,gpt-4o/lowtemp/solution_control_78.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_79.py,1,316
control,gpt-4o/lowtemp/solution_control_79.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_80.py,1,289
control,gpt-4o/lowtemp/solution_control_80.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_81.py,1,289
control,gpt-4o/lowtemp/solution_control_81.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_82.py,1,289
control,gpt-4o/lowtemp/solution_control_82.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_83.py,1,289
control,gpt-4o/lowtemp/solution_control_83.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_84.py,1,289
control,gpt-4o/lowtemp/solution_control_84.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_85.py,1,308
control,gpt-4o/lowtemp/solution_control_85.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_86.py,1,334
control,gpt-4o/lowtemp/solution_control_86.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_87.py,1,316
control,gpt-4o/lowtemp/solution_control_87.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_88.py,1,289
control,gpt-4o/lowtemp/solution_control_88.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_89.py,1,289
control,gpt-4o/lowtemp/solution_control_89.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_90.py,1,316
control,gpt-4o/lowtemp/solution_control_90.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_91.py,1,289
control,gpt-4o/lowtemp/solution_control_91.py,1,314
experimental,gpt-4o/lowtemp/solution_experimental_92.py,1,657
control,gpt-4o/lowtemp/solution_control_92.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_93.py,1,289
control,gpt-4o/lowtemp/solution_control_93.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_94.py,1,289
control,gpt-4o/lowtemp/solution_control_94.py,1,308
experimental,gpt-4o/lowtemp/solution_experimental_95.py,1,289
control,gpt-4o/lowtemp/solution_control_95.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_96.py,1,289
control,gpt-4o/lowtemp/solution_control_96.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_97.py,1,289
control,gpt-4o/lowtemp/solution_control_97.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_98.py,1,289
control,gpt-4o/lowtemp/solution_control_98.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_99.py,1,316
control,gpt-4o/lowtemp/solution_control_99.py,1,289
experimental,gpt-4o/lowtemp/solution_experimental_100.py,1,289
control,gpt-4o/lowtemp/solution_control_100.py,1,289
